"subjects"	"S"	"instruction"	"R"	"rt"
"391"	"7"	"left"	"speed"	"left"	0.873067847399484
"4531"	"7"	"right"	"speed"	"left"	0.807120801813974
"3847"	"7"	"left"	"speed"	"left"	2.00003589362582
"4087"	"7"	"left"	"speed"	"right"	0.826986074118436
"3607"	"7"	"left"	"speed"	"right"	0.785780074071211
"4699"	"7"	"right"	"accuracy"	"right"	1.0170412518751
"2071"	"7"	"left"	"speed"	"left"	0.988585767927463
"5167"	"7"	"left"	"accuracy"	"left"	0.992652136368294
"4363"	"7"	"right"	"accuracy"	"right"	1.08051926252948
"1507"	"7"	"right"	"speed"	"right"	0.952548282728469
"1939"	"7"	"right"	"speed"	"left"	2.11539157796405
"1051"	"7"	"right"	"accuracy"	"right"	0.764117945709238
"2575"	"7"	"left"	"accuracy"	"left"	4.53073663635242
"2503"	"7"	"left"	"speed"	"left"	2.23187752652966
"1183"	"7"	"left"	"accuracy"	"left"	0.878990922070309
"1459"	"7"	"right"	"speed"	"left"	0.866136175634282
"31"	"7"	"left"	"accuracy"	"left"	0.837778070840099
"3055"	"7"	"left"	"accuracy"	"left"	0.686376290672752
"3367"	"7"	"left"	"speed"	"left"	0.868107257368372
"4339"	"7"	"right"	"speed"	"right"	2.68459973448667
"1471"	"7"	"left"	"accuracy"	"left"	0.591312924566261
"5467"	"7"	"right"	"accuracy"	"right"	1.4751279543729
"1219"	"7"	"right"	"speed"	"right"	0.943840854052917
"1975"	"7"	"left"	"speed"	"right"	0.845385712042007
"4543"	"7"	"left"	"accuracy"	"right"	0.855833865853302
"3655"	"7"	"left"	"speed"	"right"	1.63605391625385
"2371"	"7"	"right"	"speed"	"right"	0.885546219935557
"2311"	"7"	"left"	"speed"	"left"	2.578924754289
"5323"	"7"	"right"	"accuracy"	"right"	0.984269254339648
"2047"	"7"	"left"	"accuracy"	"left"	3.64027258490991
"763"	"7"	"right"	"accuracy"	"right"	0.806694958724952
"2227"	"7"	"right"	"speed"	"right"	2.45865991668589
"3763"	"7"	"right"	"speed"	"right"	2.85638043234669
"3463"	"7"	"left"	"speed"	"left"	0.601297173284059
"4615"	"7"	"left"	"speed"	"left"	3.88941157239991
"3427"	"7"	"right"	"speed"	"left"	1.34100648209492
"3295"	"7"	"left"	"accuracy"	"left"	1.02145572404988
"5479"	"7"	"left"	"speed"	"left"	1.29122824674313
"1819"	"7"	"right"	"accuracy"	"right"	1.40773945861322
"2443"	"7"	"right"	"accuracy"	"right"	0.964444147971462
"619"	"7"	"right"	"accuracy"	"right"	1.64901625739577
"2467"	"7"	"right"	"speed"	"right"	0.953183645954679
"4291"	"7"	"right"	"speed"	"right"	1.66234777954434
"2959"	"7"	"left"	"accuracy"	"left"	1.54863072069682
"2683"	"7"	"right"	"accuracy"	"right"	1.78648918849285
"5359"	"7"	"left"	"accuracy"	"right"	1.33056142539741
"5059"	"7"	"right"	"speed"	"right"	0.802921324949573
"1879"	"7"	"left"	"speed"	"left"	0.950231494051593
"2587"	"7"	"right"	"accuracy"	"right"	0.694730196242888
"1447"	"7"	"left"	"speed"	"right"	0.671859260493918
"667"	"7"	"right"	"accuracy"	"right"	0.925270553221181
"3991"	"7"	"left"	"speed"	"left"	0.597752255504158
"4759"	"7"	"left"	"speed"	"left"	1.19138716799219
"3031"	"7"	"left"	"speed"	"left"	0.707685499919893
"2647"	"7"	"left"	"speed"	"left"	2.05051809972102
"2179"	"7"	"right"	"speed"	"right"	0.751288280954704
"1591"	"7"	"left"	"speed"	"left"	0.91540127831232
"1999"	"7"	"left"	"accuracy"	"left"	0.960920641951029
"3727"	"7"	"left"	"accuracy"	"left"	0.596106826758777
"3355"	"7"	"right"	"accuracy"	"right"	2.23707919294554
"4111"	"7"	"left"	"accuracy"	"left"	0.96912491408736
"1603"	"7"	"right"	"speed"	"left"	1.17473241098212
"1339"	"7"	"right"	"accuracy"	"right"	1.26698110666166
"3475"	"7"	"right"	"speed"	"right"	0.733321098037613
"3883"	"7"	"right"	"accuracy"	"left"	1.311135329367
"5299"	"7"	"right"	"speed"	"right"	1.15083925111328
"631"	"7"	"left"	"speed"	"left"	0.985422704984088
"2875"	"7"	"right"	"accuracy"	"right"	1.09023170226862
"3283"	"7"	"right"	"speed"	"right"	1.57323906950495
"3163"	"7"	"right"	"accuracy"	"right"	1.97479762214531
"1123"	"7"	"right"	"speed"	"right"	1.15472006093499
"3739"	"7"	"right"	"accuracy"	"right"	0.9678730375714
"4303"	"7"	"left"	"accuracy"	"right"	1.81313585557258
"1687"	"7"	"left"	"speed"	"left"	0.852531163484229
"5263"	"7"	"left"	"accuracy"	"right"	1.24120322639028
"823"	"7"	"left"	"speed"	"left"	1.98137805114627
"163"	"7"	"right"	"speed"	"right"	2.44065775957001
"139"	"7"	"right"	"accuracy"	"left"	0.790466503771503
"2611"	"7"	"right"	"speed"	"right"	1.88331500796652
"295"	"7"	"left"	"speed"	"right"	0.753290174809753
"4951"	"7"	"left"	"speed"	"left"	0.691004725675431
"19"	"7"	"right"	"speed"	"right"	0.852084456036277
"4483"	"7"	"right"	"speed"	"right"	1.49954090107476
"2263"	"7"	"left"	"speed"	"left"	0.988880453659983
"5179"	"7"	"right"	"accuracy"	"left"	1.5181947870126
"3823"	"7"	"left"	"accuracy"	"left"	1.66054606100511
"3451"	"7"	"right"	"accuracy"	"right"	0.880087609954495
"3583"	"7"	"left"	"accuracy"	"left"	0.754325893255988
"2455"	"7"	"left"	"speed"	"left"	0.923368431729871
"1675"	"7"	"right"	"accuracy"	"left"	0.735153078218317
"691"	"7"	"right"	"speed"	"right"	1.89651612643024
"4495"	"7"	"left"	"accuracy"	"left"	1.15129735563308
"5035"	"7"	"right"	"accuracy"	"right"	1.64343359073394
"4639"	"7"	"left"	"accuracy"	"left"	1.30420313411344
"211"	"7"	"right"	"speed"	"left"	1.10291633255623
"4015"	"7"	"left"	"accuracy"	"left"	0.549649874001482
"3571"	"7"	"right"	"speed"	"right"	0.7950272586902
"3187"	"7"	"right"	"speed"	"right"	1.28102576471491
"1771"	"7"	"right"	"accuracy"	"right"	0.837470256751234
"5347"	"7"	"right"	"speed"	"left"	1.10067409641997
"1399"	"7"	"left"	"speed"	"left"	0.659798846874087
"919"	"7"	"left"	"speed"	"left"	0.80223297317419
"2659"	"7"	"right"	"speed"	"left"	2.03138645681464
"3487"	"7"	"left"	"accuracy"	"left"	2.48146570002035
"2731"	"7"	"right"	"accuracy"	"left"	1.07618553613165
"2947"	"7"	"right"	"speed"	"right"	1.25850213792817
"4003"	"7"	"right"	"speed"	"right"	1.38893675280971
"2011"	"7"	"right"	"accuracy"	"right"	0.698946494252158
"1795"	"7"	"right"	"speed"	"right"	1.40525493377612
"4387"	"7"	"right"	"speed"	"right"	0.983444018196165
"727"	"7"	"left"	"speed"	"right"	1.05533621718053
"2767"	"7"	"left"	"accuracy"	"left"	0.772300754413755
"115"	"7"	"right"	"speed"	"right"	0.642737869435472
"5287"	"7"	"left"	"speed"	"left"	0.765318460255693
"3619"	"7"	"right"	"speed"	"right"	0.813926913378028
"3775"	"7"	"left"	"accuracy"	"right"	0.838789889262608
"3511"	"7"	"left"	"speed"	"left"	2.53429157793547
"451"	"7"	"right"	"speed"	"left"	1.80289433704379
"871"	"7"	"left"	"speed"	"left"	3.28254041818161
"3499"	"7"	"right"	"accuracy"	"right"	1.23901293570169
"2491"	"7"	"right"	"accuracy"	"right"	0.910780149517992
"3211"	"7"	"right"	"accuracy"	"right"	1.41145616411757
"4351"	"7"	"left"	"accuracy"	"left"	0.637301639823986
"3895"	"7"	"left"	"speed"	"left"	0.979225859297968
"5071"	"7"	"left"	"accuracy"	"right"	0.739026444707471
"3067"	"7"	"right"	"accuracy"	"left"	1.22973524739002
"1915"	"7"	"right"	"accuracy"	"right"	2.25163137523825
"1699"	"7"	"right"	"speed"	"left"	1.13115467753323
"5335"	"7"	"left"	"speed"	"left"	1.15121352924833
"319"	"7"	"left"	"accuracy"	"left"	0.891330731778659
"247"	"7"	"left"	"speed"	"left"	2.51605517056278
"4207"	"7"	"left"	"accuracy"	"right"	0.706028562627377
"3595"	"7"	"right"	"accuracy"	"left"	1.38352223505303
"1711"	"7"	"left"	"accuracy"	"left"	1.00665947776223
"5311"	"7"	"left"	"accuracy"	"left"	0.983853901930902
"5239"	"7"	"left"	"speed"	"left"	1.00095648101695
"2971"	"7"	"right"	"accuracy"	"right"	1.1767424628486
"2131"	"7"	"right"	"speed"	"right"	0.910155019317828
"2431"	"7"	"left"	"accuracy"	"left"	1.2370895779306
"4123"	"7"	"right"	"accuracy"	"right"	0.701815533465673
"1075"	"7"	"right"	"speed"	"left"	0.921027094712139
"1867"	"7"	"right"	"accuracy"	"right"	1.01347847528241
"4879"	"7"	"left"	"accuracy"	"left"	0.566827561944331
"199"	"7"	"left"	"speed"	"left"	0.771142525067245
"4519"	"7"	"left"	"speed"	"right"	1.44219630890742
"751"	"7"	"left"	"accuracy"	"left"	1.39490187695315
"5047"	"7"	"left"	"speed"	"left"	1.24410240435885
"2599"	"7"	"left"	"speed"	"left"	1.06982747634735
"4831"	"7"	"left"	"accuracy"	"left"	1.09219749559473
"547"	"7"	"right"	"speed"	"right"	2.23262067388346
"4771"	"7"	"right"	"speed"	"left"	1.01877613711609
"2695"	"7"	"left"	"speed"	"left"	0.943838432292859
"1543"	"7"	"left"	"speed"	"left"	0.889470688563176
"907"	"7"	"right"	"accuracy"	"right"	0.650338661032775
"1111"	"7"	"left"	"speed"	"left"	1.11857368253236
"4807"	"7"	"left"	"speed"	"left"	0.628814496644088
"7"	"7"	"left"	"speed"	"left"	1.23217287463563
"1315"	"7"	"right"	"speed"	"left"	0.86697661858069
"4999"	"7"	"left"	"speed"	"left"	1.05600288384609
"5251"	"7"	"right"	"speed"	"right"	0.841054231510198
"703"	"7"	"left"	"accuracy"	"left"	2.19846378077006
"4663"	"7"	"left"	"speed"	"left"	0.804067527212661
"5455"	"7"	"left"	"accuracy"	"left"	0.897341860115515
"1963"	"7"	"right"	"accuracy"	"right"	1.83470774952711
"979"	"7"	"right"	"speed"	"right"	1.52874436838519
"4243"	"7"	"right"	"speed"	"right"	0.677442837910178
"4027"	"7"	"right"	"accuracy"	"right"	1.37686852591491
"1627"	"7"	"right"	"accuracy"	"left"	0.567979202129827
"692"	"8"	"right"	"speed"	"right"	0.662775541953539
"188"	"8"	"right"	"accuracy"	"right"	0.687258144998923
"1376"	"8"	"left"	"accuracy"	"left"	0.483253356944528
"1640"	"8"	"left"	"speed"	"right"	0.518592474718375
"5132"	"8"	"right"	"accuracy"	"right"	0.907336216890455
"1664"	"8"	"left"	"accuracy"	"left"	0.702784480965654
"1016"	"8"	"left"	"speed"	"left"	0.583369491279319
"2840"	"8"	"left"	"speed"	"right"	0.515485203755391
"224"	"8"	"left"	"accuracy"	"right"	0.557787158509285
"3836"	"8"	"right"	"accuracy"	"left"	0.599669277596776
"5456"	"8"	"left"	"accuracy"	"left"	0.708796973316258
"3368"	"8"	"left"	"speed"	"right"	0.449459875063141
"416"	"8"	"left"	"accuracy"	"right"	0.840729728025551
"4652"	"8"	"right"	"accuracy"	"right"	1.27738920893277
"3200"	"8"	"left"	"accuracy"	"left"	0.445241966570767
"1124"	"8"	"right"	"speed"	"right"	0.35490145178924
"4040"	"8"	"left"	"speed"	"right"	0.574312922821545
"2168"	"8"	"left"	"speed"	"right"	0.343430966245108
"3884"	"8"	"right"	"accuracy"	"right"	0.507683166881289
"3944"	"8"	"left"	"speed"	"right"	0.457701060711838
"4556"	"8"	"right"	"accuracy"	"right"	0.767585014311614
"1760"	"8"	"left"	"accuracy"	"right"	0.453339430297706
"632"	"8"	"left"	"speed"	"right"	0.493105827774053
"5324"	"8"	"right"	"accuracy"	"left"	0.649165946350587
"4700"	"8"	"right"	"accuracy"	"left"	0.512334416509807
"3644"	"8"	"right"	"accuracy"	"left"	0.73377662020998
"2432"	"8"	"left"	"accuracy"	"left"	0.736207260250305
"4544"	"8"	"left"	"accuracy"	"right"	0.826431675566866
"4292"	"8"	"right"	"speed"	"right"	0.497082272822698
"584"	"8"	"left"	"speed"	"left"	0.370622681772724
"3164"	"8"	"right"	"accuracy"	"left"	0.382548759361088
"3800"	"8"	"left"	"speed"	"left"	0.801976954270529
"2492"	"8"	"right"	"accuracy"	"left"	1.21721653114855
"1904"	"8"	"left"	"accuracy"	"left"	0.502547800035477
"2624"	"8"	"left"	"accuracy"	"left"	1.13858186035523
"4244"	"8"	"right"	"speed"	"left"	0.691254112464216
"2324"	"8"	"right"	"speed"	"left"	0.362959404218265
"3428"	"8"	"right"	"speed"	"left"	0.333252295405978
"4280"	"8"	"left"	"speed"	"left"	0.519482796209638
"3692"	"8"	"right"	"accuracy"	"right"	0.411806130227953
"3260"	"8"	"right"	"accuracy"	"right"	0.549106900205804
"2852"	"8"	"right"	"speed"	"right"	0.337991548268365
"2876"	"8"	"right"	"accuracy"	"right"	0.38330488766696
"2684"	"8"	"right"	"accuracy"	"right"	1.05545330508407
"3224"	"8"	"left"	"speed"	"left"	0.386272646202263
"3452"	"8"	"right"	"accuracy"	"right"	0.61786611241869
"524"	"8"	"right"	"accuracy"	"left"	0.664090800215071
"3716"	"8"	"right"	"speed"	"left"	0.555850974247373
"1520"	"8"	"left"	"accuracy"	"left"	0.474408485246864
"3596"	"8"	"right"	"accuracy"	"right"	0.800758249652948
"4388"	"8"	"right"	"speed"	"right"	0.754294581516166
"4376"	"8"	"left"	"speed"	"left"	0.816045737172946
"1820"	"8"	"right"	"accuracy"	"left"	0.693927060549707
"2744"	"8"	"left"	"speed"	"right"	0.338396799549509
"3920"	"8"	"left"	"accuracy"	"right"	0.666467811496425
"1544"	"8"	"left"	"speed"	"left"	0.53506691298619
"2336"	"8"	"left"	"accuracy"	"left"	0.45763168681868
"3788"	"8"	"right"	"accuracy"	"right"	0.728968437407161
"1316"	"8"	"right"	"speed"	"right"	0.343783412993184
"2936"	"8"	"left"	"speed"	"left"	0.375196734531609
"5504"	"8"	"left"	"accuracy"	"left"	0.807671360195135
"3140"	"8"	"right"	"speed"	"right"	0.602187918679776
"860"	"8"	"right"	"accuracy"	"right"	0.603304788546189
"4820"	"8"	"right"	"speed"	"left"	0.672586297670726
"4592"	"8"	"left"	"accuracy"	"left"	0.452012103780089
"4172"	"8"	"right"	"accuracy"	"right"	1.03361534023326
"4796"	"8"	"right"	"accuracy"	"right"	1.05843313290587
"620"	"8"	"right"	"accuracy"	"left"	0.441593654813621
"824"	"8"	"left"	"speed"	"right"	0.344372598021235
"176"	"8"	"left"	"accuracy"	"right"	0.410694045855082
"944"	"8"	"left"	"accuracy"	"left"	1.24829907253083
"5144"	"8"	"left"	"speed"	"left"	1.36556992907275
"1676"	"8"	"right"	"accuracy"	"right"	0.369654381561938
"5096"	"8"	"left"	"speed"	"left"	0.754932413112491
"1616"	"8"	"left"	"accuracy"	"left"	0.394975986950602
"2612"	"8"	"right"	"speed"	"right"	0.968186508811125
"4628"	"8"	"right"	"speed"	"right"	0.723346722592309
"932"	"8"	"right"	"speed"	"right"	0.494270188379541
"1184"	"8"	"left"	"accuracy"	"left"	0.572611370926899
"1028"	"8"	"right"	"speed"	"left"	0.353106700721203
"3068"	"8"	"right"	"accuracy"	"left"	0.401953244586366
"2072"	"8"	"left"	"speed"	"left"	0.416095791790697
"1340"	"8"	"right"	"accuracy"	"left"	0.857795128259161
"5384"	"8"	"left"	"speed"	"left"	0.352602394684645
"3608"	"8"	"left"	"speed"	"left"	0.589335653179539
"4064"	"8"	"left"	"accuracy"	"left"	0.679949350935439
"2816"	"8"	"left"	"accuracy"	"left"	0.58281722377385
"1304"	"8"	"left"	"speed"	"left"	0.400453784259933
"4724"	"8"	"right"	"speed"	"left"	0.62983923983934
"5444"	"8"	"right"	"speed"	"right"	0.531585958832847
"1136"	"8"	"left"	"accuracy"	"right"	0.725568504054701
"3296"	"8"	"left"	"accuracy"	"left"	0.504003268099396
"3188"	"8"	"right"	"speed"	"left"	0.373806292883085
"1928"	"8"	"left"	"speed"	"right"	0.409832449647198
"1700"	"8"	"right"	"speed"	"right"	0.708307012615945
"3584"	"8"	"left"	"accuracy"	"right"	0.647036984150882
"5060"	"8"	"right"	"speed"	"left"	0.354906796158268
"3812"	"8"	"right"	"speed"	"right"	0.850339152292261
"2000"	"8"	"left"	"accuracy"	"left"	0.405485225189014
"4964"	"8"	"right"	"speed"	"right"	0.650103169895865
"3008"	"8"	"left"	"accuracy"	"left"	0.460030966338994
"2960"	"8"	"left"	"accuracy"	"left"	0.470478084728232
"1532"	"8"	"right"	"accuracy"	"right"	0.524422594305721
"764"	"8"	"right"	"accuracy"	"left"	0.422266588559506
"1364"	"8"	"right"	"speed"	"right"	0.523208359528386
"2912"	"8"	"left"	"accuracy"	"left"	0.449420175914648
"3632"	"8"	"left"	"accuracy"	"right"	0.630800265838954
"1424"	"8"	"left"	"accuracy"	"left"	0.557142674380303
"3044"	"8"	"right"	"speed"	"right"	0.649094798805716
"284"	"8"	"right"	"accuracy"	"left"	0.46936412484183
"2240"	"8"	"left"	"accuracy"	"right"	0.352522795493831
"68"	"8"	"right"	"speed"	"right"	0.407683016178915
"1388"	"8"	"right"	"accuracy"	"right"	0.423298896226772
"2984"	"8"	"left"	"speed"	"left"	0.322546081499212
"2252"	"8"	"right"	"accuracy"	"right"	0.658038927596152
"2780"	"8"	"right"	"accuracy"	"right"	0.498623999581095
"4568"	"8"	"left"	"speed"	"right"	0.608880045599563
"5480"	"8"	"left"	"speed"	"left"	0.557692863913914
"3896"	"8"	"left"	"speed"	"right"	0.334334418752203
"5432"	"8"	"left"	"speed"	"left"	0.536331234182885
"5252"	"8"	"right"	"speed"	"left"	0.852088267270474
"5192"	"8"	"left"	"speed"	"left"	0.563862645862497
"5492"	"8"	"right"	"speed"	"right"	0.395925746557147
"5216"	"8"	"left"	"accuracy"	"left"	0.378095490557225
"4940"	"8"	"right"	"accuracy"	"right"	0.474245676780766
"4424"	"8"	"left"	"speed"	"left"	0.572208500777896
"680"	"8"	"left"	"speed"	"right"	0.332734510991378
"3356"	"8"	"right"	"accuracy"	"right"	0.498002615563026
"4460"	"8"	"right"	"accuracy"	"right"	0.767462474285811
"3032"	"8"	"left"	"speed"	"left"	0.373430466461736
"2372"	"8"	"right"	"speed"	"right"	0.529766961174498
"20"	"8"	"right"	"speed"	"left"	0.397687331304213
"4472"	"8"	"left"	"speed"	"right"	0.494531118195054
"1724"	"8"	"right"	"accuracy"	"right"	0.672737579558079
"4808"	"8"	"left"	"speed"	"left"	0.701156020673521
"3404"	"8"	"right"	"accuracy"	"left"	0.944680950934977
"5108"	"8"	"right"	"speed"	"right"	0.493477581228829
"272"	"8"	"left"	"accuracy"	"right"	0.786279812099518
"3992"	"8"	"left"	"speed"	"left"	0.69836354737785
"2204"	"8"	"right"	"accuracy"	"left"	0.618664051391835
"3488"	"8"	"left"	"accuracy"	"right"	0.6958577101805
"2588"	"8"	"right"	"accuracy"	"left"	0.320929369652403
"3308"	"8"	"right"	"accuracy"	"left"	0.570344251537501
"4196"	"8"	"right"	"speed"	"left"	0.67990979431985
"4112"	"8"	"left"	"accuracy"	"right"	0.460391467447612
"3524"	"8"	"right"	"speed"	"right"	0.384146208421926
"428"	"8"	"right"	"accuracy"	"left"	0.612792564255192
"3092"	"8"	"right"	"speed"	"right"	0.5882096859659
"356"	"8"	"right"	"speed"	"left"	0.746298061358859
"4664"	"8"	"left"	"speed"	"left"	1.10852062882249
"1412"	"8"	"right"	"speed"	"left"	0.691575067322039
"4532"	"8"	"right"	"speed"	"right"	0.550353219913463
"1400"	"8"	"left"	"speed"	"right"	0.492614684583647
"1232"	"8"	"left"	"accuracy"	"left"	0.897410297625867
"2756"	"8"	"right"	"speed"	"right"	0.355116257459544
"440"	"8"	"left"	"speed"	"left"	0.472193306534674
"2540"	"8"	"right"	"accuracy"	"right"	0.673557612905989
"5072"	"8"	"left"	"accuracy"	"right"	1.02693243806879
"776"	"8"	"left"	"speed"	"right"	0.47948527457663
"4772"	"8"	"right"	"speed"	"right"	0.421062041716588
"140"	"8"	"right"	"accuracy"	"right"	0.570107319027053
"4976"	"8"	"left"	"accuracy"	"left"	0.435681137616458
"1964"	"8"	"right"	"accuracy"	"left"	0.46632550210978
"1736"	"8"	"left"	"speed"	"left"	0.439590093206435
"3236"	"8"	"right"	"speed"	"left"	0.38838429497375
"3680"	"8"	"left"	"accuracy"	"right"	0.625225035156298
"2348"	"8"	"right"	"accuracy"	"right"	0.811675790656967
"92"	"8"	"right"	"accuracy"	"left"	0.984012367227012
"3080"	"8"	"left"	"speed"	"left"	0.414235432601516
"368"	"8"	"left"	"accuracy"	"left"	0.536986343885408
"3752"	"8"	"left"	"speed"	"left"	0.444646093841508
"1628"	"8"	"right"	"accuracy"	"left"	0.484012464472547
"5204"	"8"	"right"	"speed"	"right"	0.368358187083571
"4232"	"8"	"left"	"speed"	"right"	0.678378813324265
"2276"	"8"	"right"	"speed"	"left"	0.563367114809526
"3284"	"8"	"right"	"speed"	"right"	0.345308434066462
"1220"	"8"	"right"	"speed"	"left"	1.07453024581178
"1484"	"8"	"right"	"accuracy"	"left"	0.578633490364385
"1280"	"8"	"left"	"accuracy"	"left"	0.669775079012978
"1088"	"8"	"left"	"accuracy"	"right"	0.338192086818936
"5240"	"8"	"left"	"speed"	"left"	0.315569433871025
"320"	"8"	"left"	"accuracy"	"right"	0.374005015792077
"4844"	"8"	"right"	"accuracy"	"right"	0.429406248966954
"2972"	"8"	"right"	"accuracy"	"right"	0.378845037237569
"2660"	"8"	"right"	"speed"	"right"	0.511428622755252
"1772"	"8"	"right"	"accuracy"	"right"	0.341393062048798
"464"	"8"	"left"	"accuracy"	"left"	0.359285017761661
"1160"	"8"	"left"	"speed"	"left"	0.454470658870376
"4436"	"8"	"right"	"speed"	"right"	0.588504450193055
"1244"	"8"	"right"	"accuracy"	"left"	0.49103730775863
"2180"	"8"	"right"	"speed"	"left"	0.365370166089133
"4712"	"8"	"left"	"speed"	"right"	0.393278426865922
"3416"	"8"	"left"	"speed"	"left"	0.35533437914792
"2828"	"8"	"right"	"accuracy"	"right"	0.407504777854724
"2288"	"8"	"left"	"accuracy"	"left"	0.37890141570173
"788"	"8"	"right"	"speed"	"right"	0.467608073270661
"4220"	"8"	"right"	"accuracy"	"left"	0.656909319254009
"2444"	"8"	"right"	"accuracy"	"right"	0.726278904710732
"1472"	"8"	"left"	"accuracy"	"right"	0.395962157084608
"4124"	"8"	"right"	"accuracy"	"right"	0.511504955569703
"3332"	"8"	"right"	"speed"	"right"	0.374097662969094
"4184"	"8"	"left"	"speed"	"left"	0.350423900971431
"2060"	"8"	"right"	"accuracy"	"left"	0.455245916591028
"1052"	"8"	"right"	"accuracy"	"right"	0.378683225410539
"5300"	"8"	"right"	"speed"	"left"	0.697949810069377
"1328"	"8"	"left"	"accuracy"	"right"	0.668099237657098
"5396"	"8"	"right"	"speed"	"left"	0.476029184657311
"1112"	"8"	"left"	"speed"	"left"	0.482559905988414
"4100"	"8"	"right"	"speed"	"right"	0.829786480113218
"3908"	"8"	"right"	"speed"	"right"	0.411208893355665
"1748"	"8"	"right"	"speed"	"right"	0.390697412518218
"920"	"8"	"left"	"speed"	"left"	0.570977911092739
"5372"	"8"	"right"	"accuracy"	"left"	0.498155310045314
"3440"	"8"	"left"	"accuracy"	"left"	1.17725126880278
"344"	"8"	"left"	"speed"	"left"	0.313578117559142
"3176"	"8"	"left"	"speed"	"left"	0.395700867583923
"608"	"8"	"left"	"accuracy"	"right"	0.363592329752583
"2696"	"8"	"left"	"speed"	"left"	1.03232688699258
"3860"	"8"	"right"	"speed"	"right"	0.405188333145556
"1460"	"8"	"right"	"speed"	"right"	0.334195557533406
"1880"	"8"	"left"	"speed"	"right"	0.345906885470459
"1856"	"8"	"left"	"accuracy"	"left"	0.501452209941515
"4580"	"8"	"right"	"speed"	"right"	0.660925955264455
"3320"	"8"	"left"	"speed"	"left"	0.403582274776449
"2300"	"8"	"right"	"accuracy"	"right"	1.9438478080176
"296"	"8"	"left"	"speed"	"left"	0.333878451264492
"5276"	"8"	"right"	"accuracy"	"left"	0.647700317678277
"4016"	"8"	"left"	"accuracy"	"left"	0.467748121595864
"2192"	"8"	"left"	"accuracy"	"right"	0.620059953089719
"212"	"8"	"right"	"speed"	"left"	0.425308069919747
"3476"	"8"	"right"	"speed"	"left"	0.555600127118651
"2564"	"8"	"right"	"speed"	"right"	0.424077811207478
"4328"	"8"	"left"	"speed"	"left"	0.471666336571629
"704"	"8"	"left"	"accuracy"	"left"	0.375725344307836
"3104"	"8"	"left"	"accuracy"	"left"	0.418218107093587
"4076"	"8"	"right"	"accuracy"	"right"	0.476819070094517
"1256"	"8"	"left"	"speed"	"left"	0.384584649674069
"2408"	"8"	"left"	"speed"	"left"	0.404245492159536
"4988"	"8"	"right"	"accuracy"	"right"	0.384879809594241
"1148"	"8"	"right"	"accuracy"	"right"	0.619725437583926
"4448"	"8"	"left"	"accuracy"	"left"	1.55067764914546
"5312"	"8"	"left"	"accuracy"	"right"	0.823196037985655
"1196"	"8"	"right"	"accuracy"	"left"	0.740265417636027
"1868"	"8"	"right"	"accuracy"	"right"	0.415256038143485
"3872"	"8"	"left"	"accuracy"	"left"	0.770971075543013
"800"	"8"	"left"	"accuracy"	"right"	0.838652064252476
"4604"	"8"	"right"	"accuracy"	"right"	0.417627775226719
"1064"	"8"	"left"	"speed"	"right"	0.427611532678515
"980"	"8"	"right"	"speed"	"right"	0.666510842445464
"4736"	"8"	"left"	"accuracy"	"right"	0.682986918795438
"1268"	"8"	"right"	"speed"	"right"	0.448317462661945
"2384"	"8"	"left"	"accuracy"	"left"	0.427454850148759
"2996"	"8"	"right"	"speed"	"right"	0.353126944493113
"2108"	"8"	"right"	"accuracy"	"right"	0.441622439404854
"4412"	"8"	"right"	"accuracy"	"right"	0.650635946473126
"4304"	"8"	"left"	"accuracy"	"left"	0.521204209879518
"4832"	"8"	"left"	"accuracy"	"right"	0.413823918869617
"3116"	"8"	"right"	"accuracy"	"right"	0.359890911213679
"4148"	"8"	"right"	"speed"	"right"	0.375222505399666
"452"	"8"	"right"	"speed"	"left"	0.50921306451169
"4892"	"8"	"right"	"accuracy"	"right"	0.911686842525317
"2096"	"8"	"left"	"accuracy"	"right"	0.689810894891374
"3620"	"8"	"right"	"speed"	"right"	0.307665082113801
"2528"	"8"	"left"	"accuracy"	"right"	0.539015378550644
"560"	"8"	"left"	"accuracy"	"left"	0.516524374182229
"1040"	"8"	"left"	"accuracy"	"left"	0.564305000227335
"80"	"8"	"left"	"accuracy"	"right"	0.555558441182276
"2264"	"8"	"left"	"speed"	"left"	0.376424430168639
"1712"	"8"	"left"	"accuracy"	"left"	0.663994249173891
"3464"	"8"	"left"	"speed"	"left"	0.307667229547698
"4784"	"8"	"left"	"accuracy"	"left"	0.472262233635492
"1988"	"8"	"right"	"speed"	"left"	0.46729756662369
"1952"	"8"	"left"	"accuracy"	"right"	0.457537928318934
"740"	"8"	"right"	"speed"	"right"	0.41860704106493
"5288"	"8"	"left"	"speed"	"left"	0.811508837971476
"3968"	"8"	"left"	"accuracy"	"right"	0.956371307674224
"488"	"8"	"left"	"speed"	"left"	0.406012773929776
"4484"	"8"	"right"	"speed"	"right"	0.381648635877226
"4004"	"8"	"right"	"speed"	"left"	0.681735648100543
"2480"	"8"	"left"	"accuracy"	"left"	0.414758335085105
"1292"	"8"	"right"	"accuracy"	"right"	0.41590835382387
"4760"	"8"	"left"	"speed"	"right"	0.970526088737212
"728"	"8"	"left"	"speed"	"left"	0.416419292689787
"1940"	"8"	"right"	"speed"	"left"	0.589736681516942
"3932"	"8"	"right"	"accuracy"	"right"	0.403867596122733
